SalePrice,Id
120314.9,1461
116853.84,1462
164066.0,1463
180826.75,1464
179467.55,1465
168090.8,1466
155995.81,1467
164140.0,1468
198415.6,1469
116810.3,1470
190794.08,1471
97465.39,1472
95332.47,1473
127683.74,1474
111514.57,1475
348430.1,1476
237837.34,1477
273888.9,1478
283798.12,1479
405676.16,1480
300478.25,1481
197527.4,1482
168721.28,1483
165229.12,1484
184962.67,1485
192341.16,1486
351128.44,1487
259899.19,1488
184555.9,1489
205296.2,1490
189008.67,1491
89746.07,1492
231045.19,1493
286079.16,1494
273077.53,1495
216949.34,1496
174210.52,1497
152469.88,1498
162972.94,1499
146727.02,1500
166187.39,1501
144922.9,1502
303901.34,1503
242463.25,1504
209560.66,1505
191088.73,1506
236639.03,1507
215732.03,1508
161122.6,1509
139220.55,1510
136215.56,1511
167556.69,1512
138949.17,1513
165671.19,1514
195952.86,1515
141687.06,1516
149260.86,1517
126248.72,1518
230286.94,1519
124716.9,1520
121805.17,1521
166208.73,1522
95140.93,1523
93413.05,1524
107746.734,1525
98624.13,1526
96677.11,1527
136962.98,1528
134940.73,1529
207395.02,1530
133024.55,1531
90856.4,1532
141420.58,1533
124931.43,1534
148378.1,1535
100160.67,1536
70547.945,1537
163007.0,1538
204551.2,1539
93619.84,1540
151200.5,1541
142082.33,1542
198440.5,1543
88759.586,1544
113563.94,1545
130150.04,1546
124408.83,1547
134751.72,1548
108423.336,1549
114959.71,1550
114015.766,1551
126654.625,1552
164732.77,1553
127834.48,1554
141492.36,1555
94926.12,1556
114270.68,1557
94330.26,1558
101979.414,1559
147013.44,1560
131423.56,1561
121057.21,1562
111963.54,1563
139105.48,1564
126225.87,1565
240323.6,1566
74610.59,1567
212098.67,1568
127236.48,1569
132008.08,1570
129360.39,1571
130763.5,1572
240433.44,1573
113756.734,1574
226132.22,1575
223040.22,1576
179788.16,1577
132864.56,1578
131361.31,1579
191001.28,1580
126442.98,1581
118254.17,1582
323015.2,1583
217787.75,1584
130524.17,1585
75569.99,1586
98028.93,1587
127594.61,1588
100506.875,1589
127021.805,1590
74096.47,1591
124336.734,1592
125517.336,1593
129325.875,1594
86415.625,1595
197611.47,1596
148291.72,1597
186463.52,1598
180185.83,1599
173108.5,1600
69347.56,1601
115281.75,1602
81384.52,1603
255053.28,1604
268645.5,1605
154335.14,1606
172360.69,1607
223013.72,1608
173148.31,1609
136229.14,1610
138961.73,1611
165642.06,1612
170141.92,1613
108340.11,1614
91304.62,1615
79111.09,1616
97232.195,1617
114920.25,1618
134541.62,1619
203256.2,1620
135290.61,1621
115674.4,1622
278428.16,1623
204353.84,1624
117560.625,1625
175023.31,1626
174906.92,1627
270017.3,1628
178845.17,1629
318320.44,1630
192517.02,1631
211025.42,1632
158515.27,1633
187634.47,1634
163953.22,1635
154292.27,1636
178133.78,1637
184781.8,1638
168784.25,1639
240654.92,1640
175934.98,1641
215392.11,1642
215828.17,1643
214496.97,1644
221056.84,1645
155589.64,1646
154632.12,1647
122299.836,1648
122913.28,1649
118307.65,1650
111015.83,1651
99386.23,1652
103043.47,1653
139361.6,1654
130686.08,1655
130232.78,1656
141780.81,1657
126125.02,1658
114050.12,1659
