SalePrice,Id
120909.54,1461
150251.4,1462
170644.94,1463
188908.75,1464
177164.23,1465
167583.66,1466
182546.4,1467
156624.06,1468
188855.27,1469
112648.984,1470
198090.1,1471
103658.68,1472
92532.055,1473
145127.14,1474
114355.32,1475
292540.4,1476
220438.97,1477
259200.78,1478
245423.84,1479
394846.56,1480
286715.72,1481
191840.25,1482
161225.61,1483
156696.94,1484
173646.92,1485
190723.2,1486
275957.8,1487
229411.73,1488
173166.03,1489
223434.84,1490
187787.44,1491
93766.33,1492
189248.88,1493
273444.25,1494
273772.16,1495
214853.67,1496
166765.95,1497
149193.1,1498
155321.86,1499
145440.9,1500
167663.17,1501
136119.64,1502
275842.88,1503
237385.34,1504
218837.81,1505
183960.39,1506
252063.05,1507
187611.97,1508
148822.33,1509
138034.64,1510
141442.94,1511
172142.45,1512
142280.23,1513
167497.61,1514
204124.89,1515
149608.36,1516
165370.48,1517
115061.445,1518
227094.23,1519
122537.875,1520
124002.25,1521
175039.77,1522
97236.61,1523
113353.836,1524
112038.06,1525
96520.7,1526
88953.16,1527
148191.78,1528
125629.16,1529
204518.17,1530
108654.555,1531
103264.96,1532
136219.89,1533
123498.84,1534
159209.06,1535
101938.336,1536
50499.3,1537
172833.52,1538
192498.61,1539
100114.62,1540
139214.92,1541
138160.17,1542
185222.64,1543
87451.57,1544
124082.83,1545
119302.96,1546
128341.664,1547
132441.23,1548
115112.62,1549
120369.11,1550
124861.32,1551
121325.99,1552
144367.05,1553
117226.2,1554
156601.88,1555
84230.805,1556
100564.195,1557
102245.05,1558
76465.58,1559
120603.484,1560
121125.95,1561
117260.805,1562
115056.46,1563
159132.92,1564
135016.52,1565
233400.36,1566
79152.445,1567
218245.11,1568
102278.34,1569
130626.17,1570
111977.21,1571
140992.45,1572
240023.17,1573
112573.89,1574
239492.72,1575
235454.81,1576
174403.45,1577
132658.36,1578
134145.81,1579
190568.72,1580
137996.05,1581
118708.16,1582
301721.8,1583
213536.25,1584
139464.66,1585
56515.348,1586
98564.52,1587
141426.9,1588
103293.69,1589
133028.38,1590
84392.086,1591
113749.15,1592
126117.94,1593
125771.75,1594
107757.76,1595
210342.66,1596
157810.1,1597
183467.73,1598
182549.67,1599
167288.58,1600
62995.344,1601
118257.02,1602
76228.414,1603
246892.69,1604
247387.38,1605
162631.8,1606
161922.83,1607
201551.03,1608
171958.66,1609
135503.61,1610
134151.02,1611
151907.97,1612
154445.78,1613
120508.0,1614
88051.734,1615
68852.32,1616
82464.516,1617
113375.89,1618
135715.17,1619
158895.03,1620
130315.414,1621
128374.12,1622
260580.02,1623
217640.62,1624
118605.875,1625
177281.92,1626
188172.53,1627
271491.2,1628
174406.27,1629
328963.0,1630
199800.1,1631
222275.08,1632
164369.5,1633
183701.4,1634
171765.12,1635
146821.42,1636
190503.66,1637
201894.61,1638
186084.16,1639
255411.23,1640
184722.83,1641
216879.77,1642
215335.55,1643
219463.06,1644
218858.64,1645
161076.05,1646
163447.55,1647
121870.586,1648
123777.6,1649
110895.78,1650
110222.66,1651
104865.89,1652
107202.22,1653
142929.5,1654
139721.92,1655
137441.3,1656
141428.55,1657
138128.56,1658
123975.945,1659
141336.94,1660
382310.03,1661
339554.3,1662
325371.44,1663
422880.88,1664
266787.88,1665
301420.53,1666
327462.38,1667
297147.1,1668
273907.06,1669
301118.75,1670
264783.56,1671
383019.94,1672
266469.12,1673
235854.94,1674
183471.31,1675
187914.98,1676
207964.0,1677
405291.28,1678
324217.56,1679
280213.94,1680
221549.81,1681
287573.97,1682
179375.45,1683
177696.84,1684
161800.08,1685
163176.95,1686
159815.19,1687
189341.08,1688
189410.73,1689
196309.86,1690
182971.0,1691
248234.86,1692
159128.23,1693
179335.2,1694
158940.14,1695
267980.75,1696
163355.44,1697
331639.16,1698
285100.34,1699
248667.73,1700
268549.3,1701
236756.6,1702
235312.89,1703
276685.4,1704
220025.11,1705
390541.9,1706
184394.97,1707
190083.67,1708
252338.73,1709
213753.27,1710
253823.14,1711
241225.12,1712
263431.75,1713
217203.03,1714
192187.61,1715
176892.2,1716
168648.48,1717
130173.4,1718
196746.42,1719
234549.94,1720
167644.08,1721
117659.7,1722
153521.92,1723
202148.03,1724
229379.44,1725
175405.94,1726
143444.53,1727
174974.81,1728
154770.45,1729
149360.2,1730
111470.26,1731
119420.414,1732
109864.79,1733
110016.86,1734
122813.7,1735
103325.875,1736
323535.7,1737
228248.48,1738
273612.47,1739
194128.27,1740
185693.17,1741
161165.72,1742
169512.97,1743
295274.72,1744
202306.02,1745
203546.89,1746
213310.58,1747
222247.19,1748
144591.81,1749
145086.31,1750
243890.56,1751
109020.53,1752
140477.39,1753
215335.66,1754
154069.88,1755
125513.55,1756
106992.53,1757
132675.72,1758
156475.61,1759
157219.83,1760
155925.33,1761
165886.39,1762
157714.64,1763
106591.06,1764
195302.89,1765
193909.83,1766
246075.55,1767
132778.7,1768
169230.9,1769
145317.95,1770
112670.58,1771
120801.34,1772
110043.17,1773
125837.555,1774
132785.34,1775
123408.22,1776
104239.64,1777
134642.33,1778
97788.66,1779
180831.75,1780
116115.83,1781
73315.64,1782
126342.64,1783
82486.23,1784
106157.47,1785
145476.02,1786
156523.17,1787
51208.18,1788
100091.77,1789
51603.83,1790
189117.16,1791
155872.45,1792
144139.55,1793
159713.95,1794
128475.72,1795
115590.016,1796
139104.52,1797
107051.71,1798
107396.4,1799
101943.97,1800
110944.75,1801
153060.06,1802
149282.58,1803
134227.16,1804
138515.58,1805
132084.95,1806
141159.3,1807
108964.164,1808
111362.69,1809
132405.42,1810
72620.49,1811
95133.02,1812
117879.06,1813
81108.125,1814
53730.387,1815
96331.7,1816
86912.93,1817
139890.38,1818
122873.25,1819
61922.832,1820
118386.85,1821
143476.64,1822
49105.844,1823
120814.45,1824
118853.25,1825
89081.89,1826
97092.56,1827
126685.04,1828
127651.836,1829
137344.27,1830
160124.53,1831
95709.6,1832
137321.48,1833
118897.68,1834
142477.48,1835
127498.0,1836
86187.836,1837
117304.43,1838
85420.984,1839
143082.83,1840
126158.734,1841
83647.84,1842
125819.46,1843
117480.19,1844
128135.09,1845
138534.22,1846
130825.95,1847
38867.977,1848
101341.484,1849
113493.74,1850
139797.53,1851
115303.586,1852
115998.336,1853
167474.98,1854
140079.6,1855
227295.05,1856
126581.93,1857
127069.23,1858
98346.766,1859
147295.52,1860
97571.125,1861
290497.03,1862
288757.06,1863
288773.44,1864
298670.06,1865
302298.78,1866
226315.08,1867
294760.94,1868
209465.97,1869
232302.25,1870
227138.77,1871
160180.31,1872
230836.45,1873
142087.05,1874
204418.22,1875
199890.27,1876
214832.58,1877
200157.36,1878
112572.08,1879
134588.61,1880
249861.95,1881
240793.03,1882
180441.28,1883
195184.25,1884
245505.08,1885
275637.7,1886
218858.73,1887
279260.4,1888
158092.23,1889
112033.47,1890
134106.88,1891
89497.6,1892
129487.81,1893
106331.555,1894
136443.81,1895
117525.41,1896
111188.09,1897
112961.53,1898
132398.48,1899
141242.69,1900
149602.4,1901
135062.6,1902
185370.39,1903
120256.016,1904
169505.2,1905
151463.61,1906
191672.28,1907
120689.945,1908
144522.6,1909
127655.7,1910
198077.38,1911
286485.97,1912
152364.48,1913
73794.22,1914
254486.66,1915
54483.867,1916
251329.38,1917
139413.94,1918
180857.7,1919
162086.55,1920
343846.88,1921
283220.16,1922
213098.27,1923
230920.33,1924
208587.06,1925
333834.1,1926
123156.266,1927
152126.98,1928
110643.836,1929
122981.49,1930
138557.5,1931
130818.2,1932
166390.75,1933
180247.14,1934
170188.97,1935
181377.05,1936
175971.19,1937
159337.2,1938
228350.6,1939
176552.33,1940
169879.02,1941
179018.48,1942
193530.69,1943
270656.03,1944
318170.78,1945
146008.03,1946
270143.1,1947
157898.58,1948
237881.73,1949
190751.0,1950
264249.16,1951
222910.83,1952
176435.38,1953
199489.23,1954
124315.29,1955
315261.28,1956
158618.14,1957
309773.0,1958
123236.766,1959
98107.64,1960
111331.65,1961
101304.12,1962
115835.1,1963
102160.29,1964
134009.55,1965
140841.27,1966
266592.7,1967
357317.9,1968
334271.56,1969
368730.97,1970
394185.4,1971
336246.9,1972
247822.3,1973
297889.9,1974
418122.06,1975
275971.72,1976
335693.44,1977
297311.03,1978
285382.84,1979
182809.94,1980
304807.34,1981
218292.34,1982
193643.56,1983
169048.44,1984
229601.12,1985
229042.52,1986
176662.64,1987
167778.31,1988
190556.17,1989
208986.03,1990
215013.38,1991
222441.22,1992
169333.11,1993
243132.23,1994
185479.83,1995
258970.0,1996
274390.1,1997
311553.47,1998
256495.47,1999
283169.0,2000
257488.84,2001
244667.36,2002
245614.9,2003
271033.1,2004
219497.11,2005
202638.53,2006
243305.7,2007
207770.53,2008
182365.95,2009
191498.84,2010
146027.34,2011
167078.47,2012
164377.6,2013
177398.23,2014
191713.95,2015
182959.22,2016
188666.25,2017
111288.01,2018
132210.28,2019
94803.875,2020
100452.08,2021
186426.17,2022
137390.45,2023
272545.4,2024
327194.66,2025
166539.61,2026
145579.7,2027
158270.02,2028
160291.47,2029
255718.3,2030
235625.61,2031
234345.4,2032
252615.69,2033
164607.64,2034
220764.75,2035
205646.48,2036
211295.17,2037
281624.0,2038
199993.06,2039
314093.28,2040
264437.6,2041
199870.45,2042
163249.69,2043
177343.06,2044
202356.1,2045
125981.055,2046
134585.44,2047
132622.97,2048
124415.01,2049
171410.6,2050
100031.24,2051
120958.125,2052
134925.92,2053
79605.21,2054
144537.08,2055
134933.06,2056
106700.43,2057
215235.1,2058
127410.74,2059
174176.88,2060
183654.06,2061
118316.52,2062
102795.65,2063
122508.48,2064
113617.38,2065
159524.06,2066
104463.086,2067
127494.48,2068
82749.055,2069
102386.62,2070
79473.61,2071
130839.96,2072
125262.86,2073
196979.83,2074
143362.16,2075
116502.68,2076
129226.68,2077
108704.234,2078
130628.3,2079
118362.57,2080
121280.46,2081
114939.51,2082
130809.1,2083
99844.33,2084
106599.86,2085
136024.92,2086
124447.19,2087
101310.0,2088
79933.984,2089
121658.766,2090
86472.05,2091
123252.84,2092
123590.85,2093
116896.85,2094
128851.28,2095
82469.06,2096
95810.97,2097
140276.06,2098
50370.066,2099
59603.086,2100
97614.52,2101
138391.48,2102
85237.73,2103
128255.85,2104
123391.69,2105
41284.61,2106
208211.36,2107
112025.3,2108
98144.086,2109
120132.2,2110
145992.78,2111
119502.87,2112
114254.16,2113
117239.03,2114
152858.27,2115
109790.914,2116
144799.58,2117
108766.93,2118
106801.35,2119
109484.086,2120
84085.88,2121
89362.0,2122
85464.73,2123
167157.36,2124
126350.64,2125
136671.69,2126
165968.06,2127
128049.88,2128
106632.42,2129
134100.47,2130
159258.27,2131
109376.586,2132
124943.805,2133
115829.25,2134
99122.055,2135
38012.19,2136
106017.66,2137
124788.29,2138
147535.52,2139
134387.6,2140
136995.64,2141
110615.02,2142
128974.664,2143
104787.02,2144
132939.53,2145
170298.5,2146
147304.14,2147
134209.75,2148
132243.17,2149
211992.11,2150
120476.836,2151
173270.06,2152
174849.2,2153
101889.445,2154
146605.39,2155
267508.16,2156
239323.5,2157
221391.86,2158
197985.64,2159
171353.19,2160
237378.05,2161
387351.78,2162
313795.94,2163
235199.9,2164
174239.97,2165
148472.47,2166
220648.16,2167
191092.86,2168
188869.6,2169
213645.47,2170
144370.44,2171
126158.59,2172
161202.16,2173
225665.72,2174
292801.1,2175
286076.44,2176
228801.12,2177
212151.98,2178
139201.86,2179
245776.33,2180
183093.81,2181
213951.55,2182
181100.47,2183
124845.6,2184
109310.77,2185
155124.25,2186
150027.36,2187
157190.58,2188
254695.22,2189
61847.29,2190
62317.12,2191
71253.55,2192
101210.01,2193
95196.25,2194
96142.44,2195
82946.625,2196
99716.664,2197
149852.89,2198
163738.27,2199
132550.6,2200
127146.83,2201
184771.25,2202
117571.51,2203
148791.73,2204
102972.36,2205
135340.33,2206
186960.98,2207
236367.9,2208
194101.81,2209
127968.79,2210
121785.86,2211
118773.16,2212
96813.16,2213
130543.766,2214
94807.4,2215
141936.11,2216
49781.277,2217
79490.945,2218
75901.88,2219
66728.67,2220
259248.1,2221
239678.58,2222
267852.94,2223
214325.23,2224
108594.586,2225
196560.83,2226
203675.38,2227
255178.69,2228
243282.55,2229
132175.45,2230
192844.89,2231
180121.78,2232
178958.25,2233
242913.92,2234
212560.2,2235
271484.47,2236
320161.06,2237
224759.08,2238
122055.945,2239
159221.83,2240
139884.23,2241
118694.375,2242
117773.016,2243
97629.0,2244
92242.55,2245
132863.69,2246
130982.03,2247
117808.016,2248
114313.12,2249
125705.016,2250
100182.13,2251
189820.73,2252
143120.5,2253
165770.73,2254
202531.98,2255
174836.03,2256
202466.39,2257
159168.5,2258
172637.78,2259
166732.83,2260
179613.84,2261
208183.36,2262
313265.28,2263
391946.97,2264
172085.55,2265
260805.9,2266
342673.53,2267
345231.16,2268
155587.28,2269
193339.7,2270
231129.72,2271
220313.94,2272
167270.31,2273
195422.55,2274
174213.27,2275
179673.73,2276
198375.23,2277
154606.97,2278
108771.516,2279
101543.01,2280
160433.9,2281
184655.9,2282
113406.125,2283
103468.875,2284
143841.56,2285
116943.96,2286
308478.34,2287
249140.66,2288
328315.16,2289
369967.16,2290
285281.3,2291
367116.7,2292
389156.66,2293
323875.0,2294
396429.1,2295
267054.06,2296
289853.8,2297
277912.62,2298
320232.97,2299
315148.22,2300
266229.5,2301
250384.34,2302
237282.08,2303
231487.6,2304
190486.0,2305
192744.05,2306
191975.55,2307
214508.77,2308
261131.27,2309
195796.89,2310
210753.55,2311
167914.94,2312
167342.06,2313
175210.86,2314
167279.8,2315
188485.14,2316
189273.5,2317
161057.62,2318
173783.5,2319
177238.88,2320
249833.42,2321
183615.81,2322
177876.8,2323
176414.75,2324
197227.4,2325
164567.55,2326
201343.2,2327
220538.0,2328
190265.34,2329
182072.17,2330
332680.84,2331
350602.28,2332
312525.88,2333
243416.0,2334
258303.25,2335
312612.62,2336
191554.1,2337
273597.84,2338
223243.98,2339
360782.47,2340
203805.75,2341
236733.0,2342
228412.78,2343
220405.08,2344
229990.48,2345
199891.5,2346
186160.8,2347
226096.48,2348
155620.0,2349
272520.56,2350
232512.69,2351
245795.72,2352
249246.77,2353
136343.34,2354
146276.25,2355
153242.1,2356
192388.67,2357
184987.47,2358
128490.125,2359
111884.38,2360
137257.22,2361
273264.16,2362
135641.4,2363
181772.89,2364
222990.61,2365
180299.27,2366
208326.1,2367
209182.03,2368
199143.05,2369
166089.25,2370
151078.64,2371
182925.6,2372
274398.84,2373
300389.3,2374
226161.36,2375
293262.1,2376
329833.0,2377
136450.6,2378
231947.89,2379
143235.03,2380
173171.28,2381
209391.77,2382
208320.42,2383
251513.94,2384
161828.5,2385
134079.95,2386
124921.164,2387
80985.66,2388
118631.13,2389
129133.766,2390
130922.195,2391
105470.31,2392
165324.42,2393
126177.266,2394
207022.2,2395
136125.48,2396
218844.53,2397
124845.88,2398
45468.46,2399
52614.19,2400
114056.63,2401
126423.71,2402
130993.08,2403
124388.46,2404
155103.25,2405
146543.27,2406
116813.445,2407
135622.86,2408
109936.32,2409
187512.58,2410
107845.05,2411
147174.9,2412
114106.89,2413
129587.46,2414
114946.91,2415
127036.51,2416
122249.51,2417
121707.234,2418
102696.59,2419
114698.81,2420
136977.89,2421
105483.195,2422
103860.42,2423
159059.33,2424
234608.86,2425
136796.48,2426
118949.79,2427
186587.12,2428
103993.32,2429
133307.47,2430
102525.37,2431
125239.03,2432
130867.75,2433
123455.73,2434
150340.61,2435
90358.04,2436
100349.39,2437
107537.875,2438
106226.21,2439
122926.164,2440
102383.21,2441
94545.72,2442
117188.32,2443
123169.85,2444
74728.19,2445
110415.78,2446
186663.64,2447
124891.266,2448
101261.65,2449
154979.84,2450
116882.14,2451
199708.02,2452
82104.836,2453
98666.49,2454
123623.06,2455
129612.16,2456
114230.49,2457
115357.26,2458
94304.0,2459
132402.88,2460
109823.375,2461
122245.36,2462
112845.22,2463
175090.12,2464
128637.68,2465
98477.3,2466
148535.8,2467
75175.8,2468
79550.04,2469
189554.94,2470
220836.1,2471
168210.66,2472
99020.516,2473
73738.33,2474
229616.58,2475
101415.234,2476
103116.03,2477
161637.75,2478
96896.11,2479
129316.28,2480
112478.555,2481
115533.9,2482
102307.875,2483
118903.65,2484
